0;0;0;0;land;false;unknown;0
1;230;242;159;land;false;desert;1
2;148;229;233;land;false;mountain;1
3;162;205;149;land;false;desert;1
4;132;197;248;land;false;plains;1
5;212;143;244;land;false;forest;1
6;218;108;221;land;false;plains;1
7;224;234;66;land;false;desert;1
8;171;189;252;land;false;plains;1
9;176;243;222;land;false;plains;1
10;245;180;124;land;false;desert;1
11;203;213;111;land;false;plains;1
12;189;249;88;land;false;plains;1
13;206;251;235;land;false;hills;1
14;220;176;247;land;false;desert;1
15;206;143;237;land;false;hills;1
16;155;206;224;land;false;plains;1
17;148;225;167;land;false;hills;1
18;254;248;73;land;false;mountain;1
19;242;231;194;land;false;mountain;1
20;215;61;248;land;false;desert;1
21;227;164;250;land;false;plains;1
22;178;231;147;land;false;plains;1
23;153;208;224;land;false;plains;1
24;161;185;180;land;true;plains;1
25;134;157;245;land;false;marsh;1
26;150;254;97;land;false;desert;1
27;173;150;207;land;false;mountain;1
28;229;90;225;land;false;desert;1
29;236;218;224;land;false;hills;1
30;105;189;250;land;false;mountain;1
31;187;110;236;land;false;plains;1
32;243;166;96;land;false;mountain;1
33;46;212;254;land;false;mountain;1
34;222;32;253;land;false;plains;1
35;219;136;224;land;false;desert;1
36;178;214;190;land;false;desert;1
37;114;192;253;land;false;desert;1
38;170;128;241;land;false;mountain;1
39;103;243;165;land;false;plains;1
40;175;253;154;land;false;mountain;1
41;233;124;160;land;false;hills;1
42;186;223;104;land;false;plains;1
43;229;158;215;land;false;plains;1
44;253;157;119;land;false;hills;1
45;234;243;204;land;false;desert;1
46;198;248;185;land;false;desert;1
47;247;154;175;land;false;desert;1
48;111;188;248;land;false;desert;1
49;89;238;227;land;false;marsh;1
50;222;207;172;land;false;desert;1
51;239;147;231;land;false;desert;1
52;163;210;130;land;false;hills;1
53;163;179;246;land;false;desert;1
54;152;228;137;land;false;desert;1
55;151;229;182;land;false;desert;1
56;201;179;147;land;false;desert;1
57;226;111;230;land;false;hills;1
58;150;200;220;land;false;desert;1
59;141;252;128;land;true;mountain;1
60;82;237;226;land;false;plains;1
61;254;203;199;land;false;mountain;1
62;175;176;167;land;false;hills;1
63;216;86;216;land;false;hills;1
64;234;205;213;land;false;desert;1
65;142;219;218;land;false;plains;1
66;209;48;248;land;false;mountain;1
67;175;125;238;land;false;desert;1
68;144;252;125;land;false;desert;1
69;147;207;195;land;false;desert;1
70;54;220;245;land;false;plains;1
71;109;227;217;land;false;desert;1
72;236;206;198;land;false;desert;1
73;215;227;185;land;false;plains;1
74;200;209;137;land;false;plains;1
75;177;132;214;land;false;desert;1
76;181;254;246;land;false;plains;1
77;189;178;188;land;false;plains;1
78;225;68;238;land;false;plains;1
79;192;209;105;land;false;desert;1
80;250;186;100;land;false;plains;1
81;228;44;251;land;false;plains;1
82;248;69;250;land;false;hills;1
83;247;248;209;land;true;hills;1
84;119;230;239;land;false;desert;1
85;143;240;205;land;false;desert;1
86;172;200;211;land;false;forest;1
87;185;121;210;land;false;desert;1
88;241;122;252;land;false;mountain;1
89;195;181;183;land;false;plains;1
90;241;235;220;land;false;hills;1
91;252;211;181;land;false;desert;1
92;88;222;239;land;false;desert;1
93;246;221;199;land;false;plains;1
94;187;162;212;land;false;desert;1
95;239;232;215;land;false;jungle;1
96;234;250;48;land;false;plains;1
97;192;254;161;land;false;plains;1
98;155;204;174;land;false;plains;1
99;146;247;174;land;false;desert;1
100;228;133;227;land;false;desert;1
101;108;218;201;land;false;desert;1
102;87;234;248;land;false;desert;1
103;201;173;140;land;false;plains;1
104;108;202;208;land;false;plains;1
105;222;181;182;land;false;hills;1
106;201;244;105;land;false;desert;1
107;206;187;130;land;false;desert;1
108;212;216;235;land;false;desert;1
109;226;244;49;land;false;plains;1
110;239;212;120;land;false;desert;1
111;92;181;235;land;false;desert;1
112;149;254;224;land;false;plains;1
113;193;135;239;land;false;forest;1
114;242;200;183;land;false;plains;1
115;123;165;252;land;false;desert;1
116;133;243;157;land;false;plains;1
117;250;215;243;land;false;desert;1
118;147;228;136;land;false;plains;1
119;110;167;231;land;true;mountain;1
120;240;232;200;land;false;marsh;1
121;237;214;223;land;false;desert;1
122;152;124;241;land;false;hills;1
123;104;236;218;land;false;plains;1
124;97;250;174;land;false;marsh;1
125;128;189;193;land;false;plains;1
126;202;205;96;land;false;mountain;1
127;69;254;232;land;false;hills;1
128;165;236;103;land;false;hills;1
129;160;190;202;land;false;desert;1
130;220;204;148;land;false;desert;1
131;212;86;207;land;false;hills;1
132;195;247;211;land;false;jungle;1
133;154;243;154;land;false;desert;1
134;169;151;240;land;false;desert;1
135;210;161;231;land;false;hills;1
136;201;80;245;land;false;desert;1
137;172;230;120;land;false;desert;1
138;160;145;241;land;false;mountain;1
139;192;252;162;land;false;desert;1
140;171;171;240;land;false;plains;1
141;232;224;114;land;false;desert;1
142;232;220;71;land;false;plains;1
143;164;214;199;land;false;plains;1
144;94;223;194;land;false;plains;1
145;154;216;227;land;false;desert;1
146;211;131;240;land;false;desert;1
147;50;240;225;land;false;mountain;1
148;191;176;137;land;false;plains;1
149;88;174;254;land;false;desert;1
150;193;203;233;land;false;desert;1
151;174;227;186;land;false;desert;1
152;171;241;182;land;false;desert;1
153;134;172;250;land;true;plains;1
154;100;242;235;land;false;mountain;1
155;204;102;218;land;false;mountain;1
156;172;200;215;land;false;plains;1
157;135;201;179;land;false;mountain;1
158;61;237;247;land;false;desert;1
159;215;75;212;land;false;desert;1
160;122;254;149;land;false;mountain;1
161;228;125;165;land;false;plains;1
162;88;225;243;land;false;desert;1
